ID, DriveSteering, DriveSpeed, Timestamp, dTheta, Speed, posX, posY, yaw
3, -146, 32, 10:26:24.8806236, 0, 0, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 32, 10:26:24.8806236, 0, 0, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 32, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 32, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 26, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 21, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 18, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 14, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 12, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 11, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 10, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 10, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 9, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 8, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 8, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 7, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 7, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 7, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 6, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 6, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 6, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 6, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 6, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 6, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 6, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 6, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 6, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 6, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 6, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 6, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 6, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 6, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 6, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 6, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 6, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 6, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
3, -146, 6, 10:26:24.8806236, NaN, NaN, 1092.13333333333, 1092.13333333333, -0.0174532925199433
